id,created_at,original_text,neg,neu,pos,compound,neg.1,neu.1,pos.1,compound.1,neg.2,neu.2,pos.2,compound.2,neg,neu,pos,compound
ID003563,2020-06-05,realdonaldtrump malingering draft dodging traitorous coward serial adulterer rapist pedophile,0.571,0.429,0.0,-0.8519,0.571,0.429,0.0,-0.8519,0.571,0.429,0.0,-0.8519,0.571,0.429,0.0,-0.8519
ID003564,2020-06-05,schemes yearnirmalechi spending allowed prime ministers garib kalyan package,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003565,2020-06-05,trouble government led compulsive liar roomfuls gonks dreaming lies backgroun,0.557,0.443,0.0,-0.8316,0.557,0.443,0.0,-0.8316,0.557,0.443,0.0,-0.8316,0.557,0.443,0.0,-0.8316
ID003566,2020-06-05,nikkistix55 protestors idea bame disproportionately,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003567,2020-06-05,ama data collection mosques churches,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003568,2020-06-05,realdonaldtrump escape terrible response dithering cost tens thousands american lives,0.346,0.526,0.128,-0.4404,0.346,0.526,0.128,-0.4404,0.346,0.526,0.128,-0.4404,0.346,0.526,0.128,-0.4404
ID003569,2020-06-05,13h25 0506 reported incidents cedara ic 96 heid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003570,2020-06-05,postpandemic appears fatalistic logic hold london extraordinary economic hardship,0.381,0.619,0.0,-0.5106,0.381,0.619,0.0,-0.5106,0.381,0.619,0.0,-0.5106,0.381,0.619,0.0,-0.5106
ID003571,2020-06-05,workplace health risk management mypath work deloitte deloitteus,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732
ID003572,2020-06-05,leverage challenges triggered innovation journey stressed sh keshav muruge,0.195,0.488,0.317,0.128,0.195,0.488,0.317,0.128,0.195,0.488,0.317,0.128,0.195,0.488,0.317,0.128
ID003573,2020-06-05,cities continue plan recovery cultural sector vital continue gather data intelligence,0.0,0.629,0.371,0.6486,0.0,0.629,0.371,0.6486,0.0,0.629,0.371,0.6486,0.0,0.629,0.371,0.6486
ID003574,2020-06-05,jafergie skynews true message wasnt dont panic buy face masks frontline nhs,0.15,0.664,0.186,0.1382,0.15,0.664,0.186,0.1382,0.15,0.664,0.186,0.1382,0.15,0.664,0.186,0.1382
ID003575,2020-06-05,fabakins akurehowfar fuck aswearand papa,0.467,0.533,0.0,-0.5423,0.467,0.533,0.0,-0.5423,0.467,0.533,0.0,-0.5423,0.467,0.533,0.0,-0.5423
ID003576,2020-06-05,wrote longhaulersthe thousands people whove struggling months debilitating symptoms,0.259,0.741,0.0,-0.4215,0.259,0.741,0.0,-0.4215,0.259,0.741,0.0,-0.4215,0.259,0.741,0.0,-0.4215
ID003577,2020-06-05,study retracted followup large study finds hydroxychloroquine chloroquine treatments linked,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003578,2020-06-05,henryshield talking landlords talk government agencies harassing businesses,0.333,0.667,0.0,-0.5423,0.333,0.667,0.0,-0.5423,0.333,0.667,0.0,-0.5423,0.333,0.667,0.0,-0.5423
ID003579,2020-06-05,domestic violence hunger stress sleeplessness hidden harms lockdown telglobalhealth,0.786,0.214,0.0,-0.9287,0.786,0.214,0.0,-0.9287,0.786,0.214,0.0,-0.9287,0.786,0.214,0.0,-0.9287
ID003580,2020-06-05,stephaniebazell daisycvo joshuabhoe davidleegarlock steph folks elkt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003581,2020-06-05,brunobrussels eu uk pay fund scandal,0.518,0.482,0.0,-0.5106,0.518,0.482,0.0,-0.5106,0.518,0.482,0.0,-0.5106,0.518,0.482,0.0,-0.5106
ID003582,2020-06-05,expert predicts positive growth nigerias agro business sector post 19,0.0,0.563,0.437,0.7351,0.0,0.563,0.437,0.7351,0.0,0.563,0.437,0.7351,0.0,0.563,0.437,0.7351
ID003583,2020-06-05,itching kick start business check fco advice quarantine exemptions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003584,2020-06-05,margaretikpeme8 deeoneayekooto celebrate 2012 proposed bl,0.0,0.364,0.636,0.7906,0.0,0.364,0.636,0.7906,0.0,0.364,0.636,0.7906,0.0,0.364,0.636,0.7906
ID003585,2020-06-05,plonkers diein dominic cummingss house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003586,2020-06-05,sindh health department permitted hospitals province plasma recovered patients,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003587,2020-06-05,protect safety customers amp staff accepting exact fares change giv,0.0,0.467,0.533,0.7906,0.0,0.467,0.533,0.7906,0.0,0.467,0.533,0.7906,0.0,0.467,0.533,0.7906
ID003588,2020-06-05,google partner sada systems launches national response portal battle crn sada,0.206,0.794,0.0,-0.3818,0.206,0.794,0.0,-0.3818,0.206,0.794,0.0,-0.3818,0.206,0.794,0.0,-0.3818
ID003589,2020-06-05,engineers tackle healthcare challenges presented frontline medic work,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
ID003590,2020-06-05,rt presidencialve countries region 100 positive cases venezuela free medi,0.0,0.537,0.463,0.7845,0.0,0.537,0.463,0.7845,0.0,0.537,0.463,0.7845,0.0,0.537,0.463,0.7845
ID003591,2020-06-05,peace envoy monica juma called international community send urgent aid americans facing catastrop,0.0,0.675,0.325,0.6486,0.0,0.675,0.325,0.6486,0.0,0.675,0.325,0.6486,0.0,0.675,0.325,0.6486
ID003592,2020-06-05,911 chapter history book uks chapter book headlined,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003593,2020-06-05,team helping hand bhallessa felicitated staff phc changa bhallessa distt doda outstanding support,0.0,0.427,0.573,0.9022,0.0,0.427,0.573,0.9022,0.0,0.427,0.573,0.9022,0.0,0.427,0.573,0.9022
ID003594,2020-06-05,express views australian pm scott morrison cautions gathering protests citing,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263
ID003595,2020-06-05,umn students boynton conducting tests attended mass gatherings covered ssf stud,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003596,2020-06-05,thks madeinhackney amp realfarming sharing experiences amp thoughts future event food,0.0,0.634,0.366,0.6369,0.0,0.634,0.366,0.6369,0.0,0.634,0.366,0.6369,0.0,0.634,0.366,0.6369
ID003597,2020-06-05,capitol health consultant cases bohol community transmission,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003598,2020-06-05,cases kerala soar govt expats 14day quarantine,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003599,2020-06-05,rest watching united shock horror richardengel examines social,0.447,0.355,0.199,-0.5423,0.447,0.355,0.199,-0.5423,0.447,0.355,0.199,-0.5423,0.447,0.355,0.199,-0.5423
ID003600,2020-06-05,maintenance hygiene holds daily lives,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003601,2020-06-05,spike transmissions government pushing phased reopening schools whic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003602,2020-06-05,dont wrong feel terrible happened alive today question funeral services,0.154,0.37,0.476,0.6379,0.154,0.37,0.476,0.6379,0.154,0.37,0.476,0.6379,0.154,0.37,0.476,0.6379
ID003603,2020-06-05,fact 19 longer excuse defense obvious connection accused chastised police,0.38,0.423,0.197,-0.5574,0.38,0.423,0.197,-0.5574,0.38,0.423,0.197,-0.5574,0.38,0.423,0.197,-0.5574
ID003604,2020-06-05,1000 deaths yesterday pushed news pandemic fro,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003605,2020-06-05,vaccine proved safe effective production quality control contaminant testing,0.0,0.538,0.462,0.7184,0.0,0.538,0.462,0.7184,0.0,0.538,0.462,0.7184,0.0,0.538,0.462,0.7184
ID003606,2020-06-05,careful fake account nhstestandtrace details nhs test trace,0.29,0.561,0.15,-0.3612,0.29,0.561,0.15,-0.3612,0.29,0.561,0.15,-0.3612,0.29,0.561,0.15,-0.3612
ID003607,2020-06-05,working range organisations ensure older people protected safeguarded,0.0,0.385,0.615,0.7906,0.0,0.385,0.615,0.7906,0.0,0.385,0.615,0.7906,0.0,0.385,0.615,0.7906
ID003608,2020-06-05,actor song joong ki cancels appearance movie season difficult readjusting schedule du,0.306,0.694,0.0,-0.5267,0.306,0.694,0.0,-0.5267,0.306,0.694,0.0,-0.5267,0.306,0.694,0.0,-0.5267
ID003609,2020-06-05,heart lost jobs struggling source revenue hope goe,0.392,0.385,0.223,-0.296,0.392,0.385,0.223,-0.296,0.392,0.385,0.223,-0.296,0.392,0.385,0.223,-0.296
ID003610,2020-06-05,read stands cuts making wake undermining eff,0.485,0.515,0.0,-0.5719,0.485,0.515,0.0,-0.5719,0.485,0.515,0.0,-0.5719,0.485,0.515,0.0,-0.5719
ID003611,2020-06-05,god grasp attention listening nurse,0.0,0.656,0.344,0.2732,0.0,0.656,0.344,0.2732,0.0,0.656,0.344,0.2732,0.0,0.656,0.344,0.2732
ID003612,2020-06-05,dont forget virtual speaker series today 5pm irish time register,0.0,0.844,0.156,0.1695,0.0,0.844,0.156,0.1695,0.0,0.844,0.156,0.1695,0.0,0.844,0.156,0.1695
ID003613,2020-06-05,continent fragments europe mulls reopening borders,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003614,2020-06-05,shouldnt dire labour feared vision welfare,0.0,0.297,0.703,0.7276,0.0,0.297,0.703,0.7276,0.0,0.297,0.703,0.7276,0.0,0.297,0.703,0.7276
ID003615,2020-06-05,nbfcs pass coronavirus test banks nbfcs survive thrive post ec,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003616,2020-06-05,cancelled obamagate cancelled joe biden ukrainechina cancelled fisagate cancelled democrats,0.571,0.429,0.0,-0.7184,0.571,0.429,0.0,-0.7184,0.571,0.429,0.0,-0.7184,0.571,0.429,0.0,-0.7184
ID003617,2020-06-05,country jokeduring pandemic people marching mass numbers soesa,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003618,2020-06-05,widespread infection spanish healthcare professionals occur chance vi,0.0,0.778,0.222,0.25,0.0,0.778,0.222,0.25,0.0,0.778,0.222,0.25,0.0,0.778,0.222,0.25
ID003619,2020-06-05,report ssb personnel succumbs ninth death capfs,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994
ID003620,2020-06-05,neymar mistakenly approved 120 palliative,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531,0.275,0.375,0.35,0.1531
ID003621,2020-06-05,africaangola hunger fear viruses damage,0.808,0.192,0.0,-0.8126,0.808,0.192,0.0,-0.8126,0.808,0.192,0.0,-0.8126,0.808,0.192,0.0,-0.8126
ID003622,2020-06-05,migrants return countries face destitution impact spans decline,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003623,2020-06-05,petition mandatory wear face mask public pandemic,0.0,0.822,0.178,0.0772,0.0,0.822,0.178,0.0772,0.0,0.822,0.178,0.0772,0.0,0.822,0.178,0.0772
ID003624,2020-06-05,waiting issue apology racial injustice blacks year,0.374,0.505,0.121,-0.5423,0.374,0.505,0.121,-0.5423,0.374,0.505,0.121,-0.5423,0.374,0.505,0.121,-0.5423
ID003625,2020-06-05,family protesting 4 ways reduce risk,0.62,0.38,0.0,-0.5994,0.62,0.38,0.0,-0.5994,0.62,0.38,0.0,-0.5994,0.62,0.38,0.0,-0.5994
ID003626,2020-06-05,alexhawkemp sirthomaswynn ratio wouldnt happen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003627,2020-06-05,fintech small businesses prepare postcovid19 crisis,0.451,0.549,0.0,-0.6249,0.451,0.549,0.0,-0.6249,0.451,0.549,0.0,-0.6249,0.451,0.549,0.0,-0.6249
ID003628,2020-06-05,prime minister nsw police weaponising concern public health silence protests,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263,0.174,0.826,0.0,-0.2263
ID003629,2020-06-05,competition golf competitions resume mens saturday 13th june altham,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003630,2020-06-05,ive written piece examining hypocrisy sex tradeapologist leftists light,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003631,2020-06-05,dg rbc dr nsanzimanasabin attended regional africa region incident management support team meeting oppor,0.0,0.828,0.172,0.4019,0.0,0.828,0.172,0.4019,0.0,0.828,0.172,0.4019,0.0,0.828,0.172,0.4019
ID003632,2020-06-05,bombardier cut 2500 jobs hurts sales,0.565,0.435,0.0,-0.6369,0.565,0.435,0.0,-0.6369,0.565,0.435,0.0,-0.6369,0.565,0.435,0.0,-0.6369
ID003633,2020-06-05,memorial update robert lee statue amp protests,0.241,0.759,0.0,-0.2263,0.241,0.759,0.0,-0.2263,0.241,0.759,0.0,-0.2263,0.241,0.759,0.0,-0.2263
ID003634,2020-06-05,tips keeping utility bills pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003635,2020-06-05,tonight dominating headlines brexit talks slipped radar uk handle,0.216,0.784,0.0,-0.296,0.216,0.784,0.0,-0.296,0.216,0.784,0.0,-0.296,0.216,0.784,0.0,-0.296
ID003636,2020-06-05,urgent requirement ab convalescent 19 plasma recovered symptomatic 19 disease amp disch,0.0,0.859,0.141,0.2023,0.0,0.859,0.141,0.2023,0.0,0.859,0.141,0.2023,0.0,0.859,0.141,0.2023
ID003637,2020-06-05,poc disproportionately ignoring quarantine masks social distancing exposes,0.412,0.588,0.0,-0.4939,0.412,0.588,0.0,-0.4939,0.412,0.588,0.0,-0.4939,0.412,0.588,0.0,-0.4939
ID003638,2020-06-05,pandemic control france head governments scientific advisory council frid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003639,2020-06-05,survey swedens c19 tragedy jaapstronks containmentnu pamos19 maga72 maartj,0.355,0.645,0.0,-0.6597,0.355,0.645,0.0,-0.6597,0.355,0.645,0.0,-0.6597,0.355,0.645,0.0,-0.6597
ID003640,2020-06-05,geegeeakili kfor koconews news9 contracted day felt fine everyday didnt,0.0,0.833,0.167,0.2023,0.0,0.833,0.167,0.2023,0.0,0.833,0.167,0.2023,0.0,0.833,0.167,0.2023
ID003641,2020-06-05,badly financial status individulgovt relief students,0.304,0.392,0.304,0.0,0.304,0.392,0.304,0.0,0.304,0.392,0.304,0.0,0.304,0.392,0.304,0.0
ID003642,2020-06-05,orgs response promise future challenges highligh,0.0,0.526,0.474,0.3818,0.0,0.526,0.474,0.3818,0.0,0.526,0.474,0.3818,0.0,0.526,0.474,0.3818
ID003643,2020-06-05,hope piece helps longhaulers feel hope notes sarahmarierameys quote illness,0.158,0.351,0.491,0.6908,0.158,0.351,0.491,0.6908,0.158,0.351,0.491,0.6908,0.158,0.351,0.491,0.6908
ID003644,2020-06-05,thegafflimerick board members meeting online planning reimagining venue,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003645,2020-06-05,parts breconbeaconsnp beacons reopening week areas remain closed favour,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404
ID003646,2020-06-05,syllabuses complete online courses rare ready semester exams,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612,0.0,0.737,0.263,0.3612
ID003647,2020-06-05,study set southernnhsft increase understanding lockdown affec,0.0,0.723,0.277,0.3182,0.0,0.723,0.277,0.3182,0.0,0.723,0.277,0.3182,0.0,0.723,0.277,0.3182
ID003648,2020-06-05,australian universities close campuses thousands jobs revenue plummets crisis,0.339,0.661,0.0,-0.6249,0.339,0.661,0.0,-0.6249,0.339,0.661,0.0,-0.6249,0.339,0.661,0.0,-0.6249
ID003649,2020-06-05,coocoocthullhu uk person charged murder spitting person died,0.669,0.331,0.0,-0.8779,0.669,0.331,0.0,-0.8779,0.669,0.331,0.0,-0.8779,0.669,0.331,0.0,-0.8779
ID003650,2020-06-05,male hormones baldness higher fatalities men rt news,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994
ID003651,2020-06-05,coinspeaker revolut fires staff days launch super app versionsince broke ou,0.178,0.573,0.248,0.2732,0.178,0.573,0.248,0.2732,0.178,0.573,0.248,0.2732,0.178,0.573,0.248,0.2732
ID003652,2020-06-05,retuscg2010 bhappy4now realdonaldtrump happened crisis thousands marching sid,0.369,0.631,0.0,-0.6249,0.369,0.631,0.0,-0.6249,0.369,0.631,0.0,-0.6249,0.369,0.631,0.0,-0.6249
ID003653,2020-06-05,weeks 19 restrictions tougher 5g protesters swarmed melb cbd fre,0.164,0.69,0.147,-0.0516,0.164,0.69,0.147,-0.0516,0.164,0.69,0.147,-0.0516,0.164,0.69,0.147,-0.0516
ID003654,2020-06-05,19 lockdown damaging hoax barackobama damaging respect,0.588,0.203,0.209,-0.6808,0.588,0.203,0.209,-0.6808,0.588,0.203,0.209,-0.6808,0.588,0.203,0.209,-0.6808
ID003655,2020-06-05,launched set rehab standards guide physiotherapy professionals providing pall,0.0,0.842,0.158,0.128,0.0,0.842,0.158,0.128,0.0,0.842,0.158,0.128,0.0,0.842,0.158,0.128
ID003656,2020-06-05,eu demanding uk pays 300 recovery fund happen paying,0.192,0.808,0.0,-0.2263,0.192,0.808,0.0,-0.2263,0.192,0.808,0.0,-0.2263,0.192,0.808,0.0,-0.2263
ID003657,2020-06-05,highprofile west papuan political prisoner bazoka logo infected transferr,0.489,0.511,0.0,-0.7717,0.489,0.511,0.0,-0.7717,0.489,0.511,0.0,-0.7717,0.489,0.511,0.0,-0.7717
ID003658,2020-06-05,plans 2020 wasnt list happening bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003659,2020-06-05,pmln mpa jamshid khan tested positive 12th kp mpa tested positive marda,0.0,0.581,0.419,0.802,0.0,0.581,0.419,0.802,0.0,0.581,0.419,0.802,0.0,0.581,0.419,0.802
ID003660,2020-06-05,shrdais impact pandemic company,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003661,2020-06-05,coronavirus kate garraway opens husbands battle evil virus tv presenter kate garraways partner,0.389,0.611,0.0,-0.7906,0.389,0.611,0.0,-0.7906,0.389,0.611,0.0,-0.7906,0.389,0.611,0.0,-0.7906
ID003662,2020-06-05,david ross education trust closed cedar road primary school northampton wednesday member sta,0.0,0.784,0.216,0.5106,0.0,0.784,0.216,0.5106,0.0,0.784,0.216,0.5106,0.0,0.784,0.216,0.5106
ID003663,2020-06-05,strengthen indias fight pledge precautions follow guidelines,0.263,0.505,0.232,-0.0772,0.263,0.505,0.232,-0.0772,0.263,0.505,0.232,-0.0772,0.263,0.505,0.232,-0.0772
ID003664,2020-06-05,sign poster great tool,0.0,0.423,0.577,0.6249,0.0,0.423,0.577,0.6249,0.0,0.423,0.577,0.6249,0.0,0.423,0.577,0.6249
ID003665,2020-06-05,prompted bit mortality join talk fathers wake iri,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296
ID003666,2020-06-05,today coronavirus facts nigeria rapid test kit technology test,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003667,2020-06-05,infections increase alarming rate bjp govt citizens plan citizens,0.139,0.648,0.213,0.2023,0.139,0.648,0.213,0.2023,0.139,0.648,0.213,0.2023,0.139,0.648,0.213,0.2023
ID003668,2020-06-05,africa future vaccines sold cost accessible,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003669,2020-06-05,pandemic control france govt adviser,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003670,2020-06-05,frsx long news foresight enable mass screening detection pandemic symptoms thermal camer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003671,2020-06-05,yesterday india 9304 cases highest singleday spike total number cases count,0.0,0.885,0.115,0.0772,0.0,0.885,0.115,0.0772,0.0,0.885,0.115,0.0772,0.0,0.885,0.115,0.0772
ID003672,2020-06-05,gonna throw nugget america referred police frontlines,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003673,2020-06-05,anticipating rise cases coming days health department decided add 350 beds gandhi hospi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003674,2020-06-05,time doj antitrust division examine impact amazon economy violates antitrust laws small,0.22,0.667,0.113,-0.3818,0.22,0.667,0.113,-0.3818,0.22,0.667,0.113,-0.3818,0.22,0.667,0.113,-0.3818
ID003675,2020-06-05,poses grave threat life immigration detention centres thousands warehoused unsanitary conditions,0.515,0.485,0.0,-0.8176,0.515,0.485,0.0,-0.8176,0.515,0.485,0.0,-0.8176,0.515,0.485,0.0,-0.8176
ID003676,2020-06-05,doesnt protocol pools,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003677,2020-06-05,reminder people coughed police officers claimed jailed,0.348,0.652,0.0,-0.4939,0.348,0.652,0.0,-0.4939,0.348,0.652,0.0,-0.4939,0.348,0.652,0.0,-0.4939
ID003678,2020-06-05,viewers uk misled offered minimal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003679,2020-06-05,great companies responding role wef,0.0,0.494,0.506,0.6249,0.0,0.494,0.506,0.6249,0.0,0.494,0.506,0.6249,0.0,0.494,0.506,0.6249
ID003680,2020-06-05,dreamed strong understanding spanish language patrickduce worldhabitat,0.0,0.645,0.355,0.5106,0.0,0.645,0.355,0.5106,0.0,0.645,0.355,0.5106,0.0,0.645,0.355,0.5106
ID003681,2020-06-05,risforrsoul mauromozzarelli geoffwilton2 bbcnews dear ray financial services,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818
ID003682,2020-06-05,jacksoncarlaw suggestions tackled extra 10000 dementia deaths england wal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003683,2020-06-05,gideoncrozner pwafork dont police premiers careful,0.224,0.776,0.0,-0.1139,0.224,0.776,0.0,-0.1139,0.224,0.776,0.0,-0.1139,0.224,0.776,0.0,-0.1139
ID003684,2020-06-05,crisis health economy crisis civilisation convert op,0.621,0.379,0.0,-0.8481,0.621,0.379,0.0,-0.8481,0.621,0.379,0.0,-0.8481,0.621,0.379,0.0,-0.8481
ID003685,2020-06-05,opportunities namibia namibia latoya mwoombola aka lionesscilq,0.0,0.698,0.302,0.3818,0.0,0.698,0.302,0.3818,0.0,0.698,0.302,0.3818,0.0,0.698,0.302,0.3818
ID003686,2020-06-05,push terminal cancer patient rooftop die push cancer killed 10000,0.741,0.259,0.0,-0.9595,0.741,0.259,0.0,-0.9595,0.741,0.259,0.0,-0.9595,0.741,0.259,0.0,-0.9595
ID003687,2020-06-05,gonna blow lfc twitter unprecedented 19 situation club sought hands eve,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003688,2020-06-05,africas biggest bank firstrand expects 20 hit profit,0.0,0.707,0.293,0.4404,0.0,0.707,0.293,0.4404,0.0,0.707,0.293,0.4404,0.0,0.707,0.293,0.4404
ID003689,2020-06-05,remember crisis unprecedented rule book follow surprise ruling,0.336,0.492,0.172,-0.4588,0.336,0.492,0.172,-0.4588,0.336,0.492,0.172,-0.4588,0.336,0.492,0.172,-0.4588
ID003690,2020-06-05,customer experience mindset post infograph,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003691,2020-06-05,evidence hydroxychloroquine helpful preventing study finds,0.139,0.506,0.354,0.4019,0.139,0.506,0.354,0.4019,0.139,0.506,0.354,0.4019,0.139,0.506,0.354,0.4019
ID003692,2020-06-05,omani ministry health announced friday registration 770 cases including 343 omanis 4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003693,2020-06-05,lndia massively scaleup testing sarscov2 abha mehndiratta kchalkidou sidrup krishnare,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID003694,2020-06-05,ajbellgroup helping residents stay touch families amp friends crisi,0.0,0.569,0.431,0.6486,0.0,0.569,0.431,0.6486,0.0,0.569,0.431,0.6486,0.0,0.569,0.431,0.6486
ID003695,2020-06-05,cleansing twitter feeds good news york deaths wednesday time,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404,0.0,0.734,0.266,0.4404
ID003696,2020-06-05,devastating war war record ibakhshuwein,0.858,0.142,0.0,-0.9201,0.858,0.142,0.0,-0.9201,0.858,0.142,0.0,-0.9201,0.858,0.142,0.0,-0.9201
ID003697,2020-06-05,denies representative falsified equatorial guinea data,0.574,0.426,0.0,-0.6597,0.574,0.426,0.0,-0.6597,0.574,0.426,0.0,-0.6597,0.574,0.426,0.0,-0.6597
