id,created_at,original_text,neg,neu,pos,compound,neg.1,neu.1,pos.1,compound.1,neg.2,neu.2,pos.2,compound.2,neg,neu,pos,compound
ID006348,2020-06-09,won 303 seats lok sabha polls 18 pocketed bengal amitshah,0.0,0.709,0.291,0.5719,0.0,0.709,0.291,0.5719,0.0,0.709,0.291,0.5719,0.0,0.709,0.291,0.5719
ID006349,2020-06-09,cuban doctors seconded south africa fight cost r239m pr,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818,0.245,0.755,0.0,-0.3818
ID006350,2020-06-09,truthout published effective formula knocks peruvian amazon ivermectin game chang,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859,0.0,0.625,0.375,0.5859
ID006351,2020-06-09,1ikpeazu started rage time returned advised selfisolate di,0.34,0.66,0.0,-0.5574,0.34,0.66,0.0,-0.5574,0.34,0.66,0.0,-0.5574,0.34,0.66,0.0,-0.5574
ID006352,2020-06-09,week throwing doors open lights lefevre stadium growing gold 2020,0.0,0.841,0.159,0.1779,0.0,0.841,0.159,0.1779,0.0,0.841,0.159,0.1779,0.0,0.841,0.159,0.1779
ID006353,2020-06-09,reason people die 19 lack immunityright immunity healthy fo,0.416,0.403,0.181,-0.5423,0.416,0.403,0.181,-0.5423,0.416,0.403,0.181,-0.5423,0.416,0.403,0.181,-0.5423
ID006354,2020-06-09,remember trevor belle taxi driver spat died,0.375,0.625,0.0,-0.5574,0.375,0.625,0.0,-0.5574,0.375,0.625,0.0,-0.5574,0.375,0.625,0.0,-0.5574
ID006355,2020-06-09,infecting people wishing eminent journalist sohail warraich quick complete recovery,0.0,0.826,0.174,0.2263,0.0,0.826,0.174,0.2263,0.0,0.826,0.174,0.2263,0.0,0.826,0.174,0.2263
ID006356,2020-06-09,press bureaus factcheck service credibility problem unexpected,0.31,0.69,0.0,-0.4019,0.31,0.69,0.0,-0.4019,0.31,0.69,0.0,-0.4019,0.31,0.69,0.0,-0.4019
ID006357,2020-06-09,ncdcgov guys fuking confused thinking figures supposed stuff dont,0.481,0.519,0.0,-0.7579,0.481,0.519,0.0,-0.7579,0.481,0.519,0.0,-0.7579,0.481,0.519,0.0,-0.7579
ID006358,2020-06-09,shibuya animate mha tea party merch series character panels assume meant par,0.0,0.803,0.197,0.4019,0.0,0.803,0.197,0.4019,0.0,0.803,0.197,0.4019,0.0,0.803,0.197,0.4019
ID006359,2020-06-09,hanbin isnt tragic character sht happen healthyhappy ampspending time wth family,0.228,0.605,0.167,-0.2311,0.228,0.605,0.167,-0.2311,0.228,0.605,0.167,-0.2311,0.228,0.605,0.167,-0.2311
ID006360,2020-06-09,government ontario canada issues regulation favourable employers pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006361,2020-06-09,gov noem lessons learned youtube,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006362,2020-06-09,wits screening app wits screening app downloaded app store goo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006363,2020-06-09,alabama football players test positive nesn,0.0,0.581,0.419,0.5574,0.0,0.581,0.419,0.5574,0.0,0.581,0.419,0.5574,0.0,0.581,0.419,0.5574
ID006364,2020-06-09,skodaautonews hosts online mobility race industry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006365,2020-06-09,stagecoacheast relieve pressure services peak times maximise capacity key workers ti,0.161,0.657,0.182,0.0772,0.161,0.657,0.182,0.0772,0.161,0.657,0.182,0.0772,0.161,0.657,0.182,0.0772
ID006366,2020-06-09,allowed scared result feel cares worry,0.492,0.254,0.254,-0.4215,0.492,0.254,0.254,-0.4215,0.492,0.254,0.254,-0.4215,0.492,0.254,0.254,-0.4215
ID006367,2020-06-09,brazil coronavirus cases 700000 death toll 37000 relentless increase fatalities infections,0.426,0.383,0.191,-0.743,0.426,0.383,0.191,-0.743,0.426,0.383,0.191,-0.743,0.426,0.383,0.191,-0.743
ID006368,2020-06-09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID006369,2020-06-09,spread persontoperson spread asymptomatically shou,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006370,2020-06-09,join live webinar conducted post business environment pakistan,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296
ID006371,2020-06-09,independent sage draft consultation report test trace isolate published tomorrow 7am public consultation,0.13,0.87,0.0,-0.2023,0.13,0.87,0.0,-0.2023,0.13,0.87,0.0,-0.2023,0.13,0.87,0.0,-0.2023
ID006372,2020-06-09,worried childs safety report concerns child abuse ht,0.451,0.352,0.197,-0.5574,0.451,0.352,0.197,-0.5574,0.451,0.352,0.197,-0.5574,0.451,0.352,0.197,-0.5574
ID006373,2020-06-09,cybersecurity tells deserve nice forbes,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215,0.0,0.588,0.412,0.4215
ID006374,2020-06-09,woke tuesday restrictions daily lives time 21 march rem,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006375,2020-06-09,scientists origin chinese officials initially asserted began wild,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006376,2020-06-09,piersmorgan gmb forget government won election ticket unfortunat,0.164,0.517,0.319,0.4215,0.164,0.517,0.319,0.4215,0.164,0.517,0.319,0.4215,0.164,0.517,0.319,0.4215
ID006377,2020-06-09,reminder players recovered injury break loftuschee,0.359,0.641,0.0,-0.4215,0.359,0.641,0.0,-0.4215,0.359,0.641,0.0,-0.4215,0.359,0.641,0.0,-0.4215
ID006378,2020-06-09,transmission asymptomatic people rare,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006379,2020-06-09,weeks single person contracting virus zealands remaining active case,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019
ID006380,2020-06-09,healthcare workers serving lines humility honour toda,0.0,0.619,0.381,0.5719,0.0,0.619,0.381,0.5719,0.0,0.619,0.381,0.5719,0.0,0.619,0.381,0.5719
ID006381,2020-06-09,contd weve big projects support project overwhelming bts,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019
ID006382,2020-06-09,trust experts began bat lab highly transmissible rare,0.0,0.68,0.32,0.5106,0.0,0.68,0.32,0.5106,0.0,0.68,0.32,0.5106,0.0,0.68,0.32,0.5106
ID006383,2020-06-09,north man dies srinagar jk toll mounts 47,0.0,0.787,0.213,0.2263,0.0,0.787,0.213,0.2263,0.0,0.787,0.213,0.2263,0.0,0.787,0.213,0.2263
ID006384,2020-06-09,daily bulletin middle east energy transition dialogues,0.0,0.741,0.259,0.2732,0.0,0.741,0.259,0.2732,0.0,0.741,0.259,0.2732,0.0,0.741,0.259,0.2732
ID006385,2020-06-09,data autocratic governments fiddling statistics,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006386,2020-06-09,time death toll single day crosses 105 people died pandemic 8 june ncoc,0.429,0.571,0.0,-0.8176,0.429,0.571,0.0,-0.8176,0.429,0.571,0.0,-0.8176,0.429,0.571,0.0,-0.8176
ID006387,2020-06-09,gladly realeased prisoners bc 19 innocent children ampadults cages,0.234,0.426,0.34,0.128,0.234,0.426,0.34,0.128,0.234,0.426,0.34,0.128,0.234,0.426,0.34,0.128
ID006388,2020-06-09,todays newsletter stories commercialising locallymade point care test silex syst,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939
ID006389,2020-06-09,day twins alusine sento kamara 17 quiet spot battery powered radio listen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006390,2020-06-09,lord cover people global pandemic protect protestors freedom fighters organize,0.08,0.467,0.453,0.765,0.08,0.467,0.453,0.765,0.08,0.467,0.453,0.765,0.08,0.467,0.453,0.765
ID006391,2020-06-09,facing incredible opportunity rebuild australia renewable powerhouse,0.0,0.682,0.318,0.4215,0.0,0.682,0.318,0.4215,0.0,0.682,0.318,0.4215,0.0,0.682,0.318,0.4215
ID006392,2020-06-09,captain tom moore raises 30 fight families friends,0.222,0.513,0.265,0.128,0.222,0.513,0.265,0.128,0.222,0.513,0.265,0.128,0.222,0.513,0.265,0.128
ID006393,2020-06-09,skillstudy drrpnishank hrdministry dgnta grand parents house diabetic asthmatic,0.0,0.727,0.273,0.4588,0.0,0.727,0.273,0.4588,0.0,0.727,0.273,0.4588,0.0,0.727,0.273,0.4588
ID006394,2020-06-09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID006395,2020-06-09,amending constitution midst pandemic grand heist zimbabwe lockdown day 71 wcozimbabwe covi,0.0,0.786,0.214,0.4588,0.0,0.786,0.214,0.4588,0.0,0.786,0.214,0.4588,0.0,0.786,0.214,0.4588
ID006396,2020-06-09,5000 cases population 175000 navajo reservation highest rate,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006397,2020-06-09,nexus approach transform claudiaringler ifpri context,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006398,2020-06-09,nigerian crime ring siphoned millions dollars unemployment programs shutdowns officials htt,0.416,0.584,0.0,-0.7506,0.416,0.584,0.0,-0.7506,0.416,0.584,0.0,-0.7506,0.416,0.584,0.0,-0.7506
ID006399,2020-06-09,time babygirlslashbeautybar stook longer usual dont worry,0.0,0.714,0.286,0.3412,0.0,0.714,0.286,0.3412,0.0,0.714,0.286,0.3412,0.0,0.714,0.286,0.3412
ID006400,2020-06-09,weve learned senate committee today australians count morrison government su,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006401,2020-06-09,international shipping industry warned 400000 crew stranded sea,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732
ID006402,2020-06-09,doctors demand govt steps defeat spread,0.529,0.471,0.0,-0.5423,0.529,0.471,0.0,-0.5423,0.529,0.471,0.0,-0.5423,0.529,0.471,0.0,-0.5423
ID006403,2020-06-09,enter bhagwan bharose 10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006404,2020-06-09,highest highest cases testing,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006405,2020-06-09,speak remote setting feel challenge advice encouraging participation,0.0,0.561,0.439,0.5719,0.0,0.561,0.439,0.5719,0.0,0.561,0.439,0.5719,0.0,0.561,0.439,0.5719
ID006406,2020-06-09,ugandans stayed spread covid19ampthose strictly follow moh guidelines mothers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006407,2020-06-09,justinstevens drones cameras dem voters 19 drones,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006408,2020-06-09,young doc son casually mentioned working weeks inadequate ppe hed caught,0.201,0.672,0.127,-0.25,0.201,0.672,0.127,-0.25,0.201,0.672,0.127,-0.25,0.201,0.672,0.127,-0.25
ID006409,2020-06-09,proceed interdistrict transfer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006410,2020-06-09,uk households face 6bn debts charity,0.0,0.641,0.359,0.4215,0.0,0.641,0.359,0.4215,0.0,0.641,0.359,0.4215,0.0,0.641,0.359,0.4215
ID006411,2020-06-09,time unionist tells scotland worst 19 record truth,0.331,0.484,0.185,-0.4215,0.331,0.484,0.185,-0.4215,0.331,0.484,0.185,-0.4215,0.331,0.484,0.185,-0.4215
ID006412,2020-06-09,seattle committed serving community firefighters conducting testing members,0.0,0.769,0.231,0.2732,0.0,0.769,0.231,0.2732,0.0,0.769,0.231,0.2732,0.0,0.769,0.231,0.2732
ID006413,2020-06-09,icao councils aviation recovery task force developed report flying guidelines,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006414,2020-06-09,zealand lifted domestic coronavirus restrictions monday final patient,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006415,2020-06-09,live updates death toll uk surpasses 40000,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994
ID006416,2020-06-09,aap govt delhi testing people changing guidelines time prevent people,0.0,0.891,0.109,0.0258,0.0,0.891,0.109,0.0258,0.0,0.891,0.109,0.0258,0.0,0.891,0.109,0.0258
ID006417,2020-06-09,lovely gesture free online meditation sessions nurses health care workers frontline,0.0,0.437,0.563,0.8834,0.0,0.437,0.563,0.8834,0.0,0.437,0.563,0.8834,0.0,0.437,0.563,0.8834
ID006418,2020-06-09,8 june 2020 april amp,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006419,2020-06-09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID006420,2020-06-09,australian sports fans stadiums cases slow,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006421,2020-06-09,unicef partnership cartedo calls application young africans apply unicefcartedo challenge,0.0,0.874,0.126,0.0772,0.0,0.874,0.126,0.0772,0.0,0.874,0.126,0.0772,0.0,0.874,0.126,0.0772
ID006422,2020-06-09,4 local projects won grants worth rwf100 corona action rwanda initiative designed prop,0.0,0.545,0.455,0.7579,0.0,0.545,0.455,0.7579,0.0,0.545,0.455,0.7579,0.0,0.545,0.455,0.7579
ID006423,2020-06-09,scientists alarmist messaging conspiracy theory smears reinforce official,0.327,0.673,0.0,-0.5267,0.327,0.673,0.0,-0.5267,0.327,0.673,0.0,-0.5267,0.327,0.673,0.0,-0.5267
ID006424,2020-06-09,taniapalijo worth appreciated varsitys vc announced announcement students prevailing,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369
ID006425,2020-06-09,african development bank approves 2885 nigeria response support program,0.0,0.565,0.435,0.6597,0.0,0.565,0.435,0.6597,0.0,0.565,0.435,0.6597,0.0,0.565,0.435,0.6597
ID006426,2020-06-09,urge realise resilient healthy ocean stro,0.0,0.649,0.351,0.4019,0.0,0.649,0.351,0.4019,0.0,0.649,0.351,0.4019,0.0,0.649,0.351,0.4019
ID006427,2020-06-09,arnab goswami deep trouble pandemic mumbai police instructs face grilling 10 ju,0.197,0.803,0.0,-0.4019,0.197,0.803,0.0,-0.4019,0.197,0.803,0.0,-0.4019,0.197,0.803,0.0,-0.4019
ID006428,2020-06-09,pmr160466 dear sir eligibility criteria estt eligible pmgky benefit estt 10,0.0,0.616,0.384,0.6808,0.0,0.616,0.384,0.6808,0.0,0.616,0.384,0.6808,0.0,0.616,0.384,0.6808
ID006429,2020-06-09,2nd june 2020 leadership bjd president odisha cm sri naveenodisha step contro,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006430,2020-06-09,webinar post business environment pakistan hosted iipstudies live join,0.0,0.784,0.216,0.296,0.0,0.784,0.216,0.296,0.0,0.784,0.216,0.296,0.0,0.784,0.216,0.296
ID006431,2020-06-09,questionwhat wc spread 19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006432,2020-06-09,fb live role public representative crisis shri gopal shetty member parliament mumbai,0.272,0.728,0.0,-0.6249,0.272,0.728,0.0,-0.6249,0.272,0.728,0.0,-0.6249,0.272,0.728,0.0,-0.6249
ID006433,2020-06-09,mightijamie small protests newsworthy protests parts worl,0.432,0.568,0.0,-0.4215,0.432,0.568,0.0,-0.4215,0.432,0.568,0.0,-0.4215,0.432,0.568,0.0,-0.4215
ID006434,2020-06-09,modi battle pakistan element brandish fitrat ghar mein ghus ke,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818
ID006435,2020-06-09,singapores post future online citizen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006436,2020-06-09,good day repeat tweet oped theafricareport premise changed arguments stand str,0.185,0.616,0.199,0.0516,0.185,0.616,0.199,0.0516,0.185,0.616,0.199,0.0516,0.185,0.616,0.199,0.0516
ID006437,2020-06-09,tuba mps personnel led pmaj dominador guzman jr assisted contact tracing team tuba ongoing,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006438,2020-06-09,implications whiplashinducing public health messaging social dis,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006439,2020-06-09,environmental practices pandemics coronavirus story pandemics casts victim,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732
ID006440,2020-06-09,19 case 22000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006441,2020-06-09,literally heard audibly express real assi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006442,2020-06-09,oceans marine life ocean governance policies protect oceans global fish,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818
ID006443,2020-06-09,crystalline02 roberta71772269 19 online mention bioterrorism china,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006444,2020-06-09,si karambir singh no2945d posted driver acp seelampur expired night,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006445,2020-06-09,davidsirota support defunding police playing thier hands,0.0,0.526,0.474,0.5423,0.0,0.526,0.474,0.5423,0.0,0.526,0.474,0.5423,0.0,0.526,0.474,0.5423
ID006446,2020-06-09,cybercriminals advantage connected,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25,0.0,0.5,0.5,0.25
ID006447,2020-06-09,stand man fighting gang anti india hyenas everyday,0.444,0.556,0.0,-0.5859,0.444,0.556,0.0,-0.5859,0.444,0.556,0.0,-0.5859,0.444,0.556,0.0,-0.5859
ID006448,2020-06-09,read university santo tomas expresses opposition controversial antiterrorism calls,0.184,0.816,0.0,-0.2023,0.184,0.816,0.0,-0.2023,0.184,0.816,0.0,-0.2023,0.184,0.816,0.0,-0.2023
ID006449,2020-06-09,realpaigewwe 40000 deaths clap nhs 11 weeks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006450,2020-06-09,adcphl tigerwoods guy supports americans minority unemployment lowered record levels,0.317,0.504,0.18,-0.2263,0.317,0.504,0.18,-0.2263,0.317,0.504,0.18,-0.2263,0.317,0.504,0.18,-0.2263
ID006451,2020-06-09,200 uk firms investors calling government deliver recove,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006452,2020-06-09,killed 36000 brazilians wouldnt health ministrys websit,0.429,0.571,0.0,-0.6705,0.429,0.571,0.0,-0.6705,0.429,0.571,0.0,-0.6705,0.429,0.571,0.0,-0.6705
ID006453,2020-06-09,chairman mc qasimabad kashifshoroppp tested positive 19 devoted passionate member ppp,0.0,0.452,0.548,0.8658,0.0,0.452,0.548,0.8658,0.0,0.452,0.548,0.8658,0.0,0.452,0.548,0.8658
ID006454,2020-06-09,virus natural origin norwegian scientist,0.0,0.615,0.385,0.3612,0.0,0.615,0.385,0.3612,0.0,0.615,0.385,0.3612,0.0,0.615,0.385,0.3612
ID006455,2020-06-09,read share practical advice leading response social isolation issues arising fr,0.194,0.647,0.158,-0.128,0.194,0.647,0.158,-0.128,0.194,0.647,0.158,-0.128,0.194,0.647,0.158,-0.128
ID006456,2020-06-09,dear lockdown skeptics study suggests human endeavor saved lives short period,0.095,0.541,0.365,0.6124,0.095,0.541,0.365,0.6124,0.095,0.541,0.365,0.6124,0.095,0.541,0.365,0.6124
ID006457,2020-06-09,death certificate deceased stating death applicants expected sign undertaken,0.527,0.473,0.0,-0.8316,0.527,0.473,0.0,-0.8316,0.527,0.473,0.0,-0.8316,0.527,0.473,0.0,-0.8316
ID006458,2020-06-09,65 working series listen science stay safe,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404,0.0,0.674,0.326,0.4404
ID006459,2020-06-09,taniapalijo worth appreciated varsitys vc announced announcement students prevail,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369
ID006460,2020-06-09,uhuruthami lockdown dma sufficient support drive issues precedentsetting,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019,0.0,0.722,0.278,0.4019
ID006461,2020-06-09,preventive measures offices fight,0.464,0.536,0.0,-0.3818,0.464,0.536,0.0,-0.3818,0.464,0.536,0.0,-0.3818,0.464,0.536,0.0,-0.3818
ID006462,2020-06-09,cyber academy presents laura irvine join basilatnapier special guest poshcrimescot topical disc,0.0,0.671,0.329,0.5994,0.0,0.671,0.329,0.5994,0.0,0.671,0.329,0.5994,0.0,0.671,0.329,0.5994
ID006463,2020-06-09,tick tock trump death clock trump death clock installed times square track,0.438,0.562,0.0,-0.8316,0.438,0.562,0.0,-0.8316,0.438,0.562,0.0,-0.8316,0.438,0.562,0.0,-0.8316
ID006464,2020-06-09,ega beeah dp masdar launched vital industry task force today share practices tackli,0.0,0.629,0.371,0.5994,0.0,0.629,0.371,0.5994,0.0,0.629,0.371,0.5994,0.0,0.629,0.371,0.5994
ID006465,2020-06-09,lbvoicewaves wrote long beach family impacted loved threemonth long detain,0.19,0.544,0.265,0.2732,0.19,0.544,0.265,0.2732,0.19,0.544,0.265,0.2732,0.19,0.544,0.265,0.2732
ID006466,2020-06-09,dailymail dailymailuk died heart attack clear cut case,0.571,0.26,0.169,-0.7351,0.571,0.26,0.169,-0.7351,0.571,0.26,0.169,-0.7351,0.571,0.26,0.169,-0.7351
ID006467,2020-06-09,delhi govt testing people changing guidelines time prevent people,0.0,0.879,0.121,0.0258,0.0,0.879,0.121,0.0258,0.0,0.879,0.121,0.0258,0.0,0.879,0.121,0.0258
ID006468,2020-06-09,safe swim pool pandemic,0.0,0.508,0.492,0.4404,0.0,0.508,0.492,0.4404,0.0,0.508,0.492,0.4404,0.0,0.508,0.492,0.4404
ID006469,2020-06-09,black lives matter marches inciting riots looting violence murder media defends defend,0.571,0.377,0.052,-0.9186,0.571,0.377,0.052,-0.9186,0.571,0.377,0.052,-0.9186,0.571,0.377,0.052,-0.9186
ID006470,2020-06-09,centrelink jobkeeper reporting revaluing assets payments age pension,0.0,0.805,0.195,0.1779,0.0,0.805,0.195,0.1779,0.0,0.805,0.195,0.1779,0.0,0.805,0.195,0.1779
ID006471,2020-06-09,chicago restrictions restaurants bars theaters pay bills renew licenses income,0.135,0.865,0.0,-0.1027,0.135,0.865,0.0,-0.1027,0.135,0.865,0.0,-0.1027,0.135,0.865,0.0,-0.1027
ID006472,2020-06-09,zealand alert level 1 1159pm monday 8 june prime minister jacinda ardern anno,0.0,0.82,0.18,0.296,0.0,0.82,0.18,0.296,0.0,0.82,0.18,0.296,0.0,0.82,0.18,0.296
ID006473,2020-06-09,government power protect prote,0.0,0.536,0.464,0.3818,0.0,0.536,0.464,0.3818,0.0,0.536,0.464,0.3818,0.0,0.536,0.464,0.3818
ID006474,2020-06-09,fruit vendors 1st avenue amp 6th street morning left march 19 crisis hold,0.255,0.745,0.0,-0.6249,0.255,0.745,0.0,-0.6249,0.255,0.745,0.0,-0.6249,0.255,0.745,0.0,-0.6249
ID006475,2020-06-09,lockdown slump suppress greek electricity demand edge lignite georgianakou examines rise,0.13,0.87,0.0,-0.128,0.13,0.87,0.0,-0.128,0.13,0.87,0.0,-0.128,0.13,0.87,0.0,-0.128
ID006476,2020-06-09,pubs reopening 22nd june uk 3 days prior attending socially dista,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006477,2020-06-09,breaking cases philippines breach 22000 mark doh reporting 579 cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006478,2020-06-09,nikkikaye dont angry doesnt care bit,0.0,0.449,0.551,0.6003,0.0,0.449,0.551,0.6003,0.0,0.449,0.551,0.6003,0.0,0.449,0.551,0.6003
ID006479,2020-06-09,york city enters phase 1 reopening today 100 days confirmed case york city,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID006480,2020-06-09,john kamara developed contact tracing app alert high risk areas,0.171,0.65,0.179,0.0258,0.171,0.65,0.179,0.0258,0.171,0.65,0.179,0.0258,0.171,0.65,0.179,0.0258
ID006481,2020-06-09,painting honor deceased grandparents 19 failed goodbye,0.287,0.435,0.278,-0.0258,0.287,0.435,0.278,-0.0258,0.287,0.435,0.278,-0.0258,0.287,0.435,0.278,-0.0258
ID006482,2020-06-09,dpradhanbjp narendramodi understand dont confusion explain fuel price,0.0,0.788,0.212,0.2235,0.0,0.788,0.212,0.2235,0.0,0.788,0.212,0.2235,0.0,0.788,0.212,0.2235
ID006483,2020-06-09,man threatens suit false diagnosis,0.394,0.606,0.0,-0.3818,0.394,0.606,0.0,-0.3818,0.394,0.606,0.0,-0.3818,0.394,0.606,0.0,-0.3818
ID006484,2020-06-09,gop blamed obama 4 americans died benghazi outraged 110000 americans died,0.697,0.303,0.0,-0.93,0.697,0.303,0.0,-0.93,0.697,0.303,0.0,-0.93,0.697,0.303,0.0,-0.93
